MedName,LightSen,Date,StockOut,StockIn,Stock
Mucoangin Menthe 20 mg,No,17/07/2015,-3,10,130
Mucoangin Menthe 20 mg,No,18/07/2015,-15,5,120
Mucoangin Menthe 20 mg,No,19/07/2015,-6,5,119
Mucoangin Menthe 20 mg,No,20/07/2015,-6,10,123
Mucoangin Menthe 20 mg,No,21/07/2015,-5,10,128
Mucoangin Menthe 20 mg,No,22/07/2015,0,5,133
Mucoangin Menthe 20 mg,No,23/07/2015,0,10,143
Mucoangin Menthe 20 mg,No,24/07/2015,-2,15,156
Mucoangin Menthe 20 mg,No,25/07/2015,-1,15,170
Mucoangin Menthe 20 mg,No,26/07/2015,-14,15,171
Mucoangin Menthe 20 mg,No,27/07/2015,-2,5,174
Mucoangin Menthe 20 mg,No,28/07/2015,-11,15,178
Mucoangin Menthe 20 mg,No,29/07/2015,-14,0,164
Mucoangin Menthe 20 mg,No,30/07/2015,-14,15,165
Mucoangin Menthe 20 mg,No,31/07/2015,-2,15,178
Mucoangin Menthe 20 mg,No,1/08/2015,-5,5,178
Mucoangin Menthe 20 mg,No,2/08/2015,-12,15,181
Mucoangin Menthe 20 mg,No,3/08/2015,-13,5,173
Mucoangin Menthe 20 mg,No,4/08/2015,-6,10,177
Mucoangin Menthe 20 mg,No,5/08/2015,-4,15,188
Mucoangin Menthe 20 mg,No,6/08/2015,-2,0,186
Mucoangin Menthe 20 mg,No,7/08/2015,-9,0,177
Mucoangin Menthe 20 mg,No,8/08/2015,-2,5,180
Mucoangin Menthe 20 mg,No,9/08/2015,-9,15,186
Mucoangin Menthe 20 mg,No,10/08/2015,0,10,196
Mucoangin Menthe 20 mg,No,11/08/2015,-1,10,205
Mucoangin Menthe 20 mg,No,12/08/2015,-10,10,205
Mucoangin Menthe 20 mg,No,13/08/2015,-8,0,197
Mucoangin Menthe 20 mg,No,14/08/2015,-15,0,182
Mucoangin Menthe 20 mg,No,15/08/2015,0,15,197
Mucoangin Menthe 20 mg,No,16/08/2015,-15,5,187
Mucoangin Menthe 20 mg,No,17/08/2015,-6,15,196
Mucoangin Menthe 20 mg,No,18/08/2015,-3,15,208
Mucoangin Menthe 20 mg,No,19/08/2015,-14,10,204
Mucoangin Menthe 20 mg,No,20/08/2015,-6,0,198
Mucoangin Menthe 20 mg,No,21/08/2015,-13,5,190
Mucoangin Menthe 20 mg,No,22/08/2015,-14,5,181
Mucoangin Menthe 20 mg,No,23/08/2015,-3,15,193
Mucoangin Menthe 20 mg,No,24/08/2015,-15,5,183
Mucoangin Menthe 20 mg,No,25/08/2015,0,5,188
Mucoangin Menthe 20 mg,No,26/08/2015,-13,15,190
Mucoangin Menthe 20 mg,No,27/08/2015,-3,10,197
Mucoangin Menthe 20 mg,No,28/08/2015,-12,0,185
Mucoangin Menthe 20 mg,No,29/08/2015,-14,15,186
Mucoangin Menthe 20 mg,No,30/08/2015,0,10,196
Mucoangin Menthe 20 mg,No,31/08/2015,-2,15,209
Mucoangin Menthe 20 mg,No,1/09/2015,-4,10,215
Mucoangin Menthe 20 mg,No,2/09/2015,-11,5,209
Mucoangin Menthe 20 mg,No,3/09/2015,-3,0,206
Mucoangin Menthe 20 mg,No,4/09/2015,-10,5,201
Mucoangin Menthe 20 mg,No,5/09/2015,-4,10,207
Mucoangin Menthe 20 mg,No,6/09/2015,-9,5,203
Mucoangin Menthe 20 mg,No,7/09/2015,-8,15,210
Mucoangin Menthe 20 mg,No,8/09/2015,-7,10,213
Mucoangin Menthe 20 mg,No,9/09/2015,-2,0,211
Mucoangin Menthe 20 mg,No,10/09/2015,-1,5,215
Mucoangin Menthe 20 mg,No,11/09/2015,0,15,230
Mucoangin Menthe 20 mg,No,12/09/2015,-6,5,229
Mucoangin Menthe 20 mg,No,13/09/2015,-10,10,229
Mucoangin Menthe 20 mg,No,14/09/2015,-9,0,220
Mucoangin Menthe 20 mg,No,15/09/2015,0,0,220
Mucoangin Menthe 20 mg,No,16/09/2015,-3,15,232
Mucoangin Menthe 20 mg,No,17/09/2015,-11,0,221
Mucoangin Menthe 20 mg,No,18/09/2015,-8,0,213
Mucoangin Menthe 20 mg,No,19/09/2015,-12,15,216
Mucoangin Menthe 20 mg,No,20/09/2015,-1,15,230
Mucoangin Menthe 20 mg,No,21/09/2015,-14,5,221
Mucoangin Menthe 20 mg,No,22/09/2015,-1,5,225
Mucoangin Menthe 20 mg,No,23/09/2015,-13,0,212
Mucoangin Menthe 20 mg,No,24/09/2015,-10,0,202
Mucoangin Menthe 20 mg,No,25/09/2015,-1,5,206
Mucoangin Menthe 20 mg,No,26/09/2015,-14,5,197
Mucoangin Menthe 20 mg,No,27/09/2015,-6,15,206
Mucoangin Menthe 20 mg,No,28/09/2015,-1,15,220
Mucoangin Menthe 20 mg,No,29/09/2015,0,0,220
Mucoangin Menthe 20 mg,No,30/09/2015,-3,10,227
Mucoangin Menthe 20 mg,No,1/10/2015,-3,15,239
Mucoangin Menthe 20 mg,No,2/10/2015,-11,15,243
Mucoangin Menthe 20 mg,No,3/10/2015,-1,5,247
Mucoangin Menthe 20 mg,No,4/10/2015,-6,5,246
Mucoangin Menthe 20 mg,No,5/10/2015,-6,10,250
Mucoangin Menthe 20 mg,No,6/10/2015,-12,0,238
Mucoangin Menthe 20 mg,No,7/10/2015,-13,15,240
Mucoangin Menthe 20 mg,No,8/10/2015,-12,10,238
Mucoangin Menthe 20 mg,No,9/10/2015,-4,15,249
Mucoangin Menthe 20 mg,No,10/10/2015,-11,10,248
Mucoangin Menthe 20 mg,No,11/10/2015,-13,10,245
Mucoangin Menthe 20 mg,No,12/10/2015,-7,15,253
Mucoangin Menthe 20 mg,No,13/10/2015,-3,5,255
Mucoangin Menthe 20 mg,No,14/10/2015,-7,5,253
Mucoangin Menthe 20 mg,No,15/10/2015,-13,10,250
Mucoangin Menthe 20 mg,No,16/10/2015,-11,10,249
Mucoangin Menthe 20 mg,No,17/10/2015,-2,10,257
Mucoangin Menthe 20 mg,No,18/10/2015,-8,10,259
Mucoangin Menthe 20 mg,No,19/10/2015,-5,15,269
Mucoangin Menthe 20 mg,No,20/10/2015,-14,5,260
Mucoangin Menthe 20 mg,No,21/10/2015,-7,10,263
Mucoangin Menthe 20 mg,No,22/10/2015,-1,10,272
Mucoangin Menthe 20 mg,No,23/10/2015,-7,10,275
Mucoangin Menthe 20 mg,No,24/10/2015,-14,5,266
Mucoangin Menthe 20 mg,No,25/10/2015,-10,0,256
Mucoangin Menthe 20 mg,No,26/10/2015,-11,15,260
Mucoangin Menthe 20 mg,No,27/10/2015,-11,15,264
Mucoangin Menthe 20 mg,No,28/10/2015,-12,0,252
Mucoangin Menthe 20 mg,No,29/10/2015,-12,5,245
Mucoangin Menthe 20 mg,No,30/10/2015,-2,10,253
Mucoangin Menthe 20 mg,No,31/10/2015,-2,5,256
Mucoangin Menthe 20 mg,No,1/11/2015,0,15,271
Mucoangin Menthe 20 mg,No,2/11/2015,0,5,276
Mucoangin Menthe 20 mg,No,3/11/2015,-12,5,269
Mucoangin Menthe 20 mg,No,4/11/2015,-4,5,270
Mucoangin Menthe 20 mg,No,5/11/2015,-9,10,271
Mucoangin Menthe 20 mg,No,6/11/2015,-2,0,269
Mucoangin Menthe 20 mg,No,7/11/2015,-14,5,260
Mucoangin Menthe 20 mg,No,8/11/2015,-1,15,274
Mucoangin Menthe 20 mg,No,9/11/2015,-7,0,267
Mucoangin Menthe 20 mg,No,10/11/2015,-12,15,270
Mucoangin Menthe 20 mg,No,11/11/2015,-1,0,269
Mucoangin Menthe 20 mg,No,12/11/2015,-5,0,264
Mucoangin Menthe 20 mg,No,13/11/2015,-3,5,266
Mucoangin Menthe 20 mg,No,14/11/2015,-12,0,254
Mucoangin Menthe 20 mg,No,15/11/2015,-10,15,259
Mucoangin Menthe 20 mg,No,16/11/2015,-7,0,252
Mucoangin Menthe 20 mg,No,17/11/2015,-12,10,250
Mucoangin Menthe 20 mg,No,18/11/2015,0,10,260
Mucoangin Menthe 20 mg,No,19/11/2015,-10,15,265
Mucoangin Menthe 20 mg,No,20/11/2015,-15,10,260
Mucoangin Menthe 20 mg,No,21/11/2015,-6,15,269
Mucoangin Menthe 20 mg,No,22/11/2015,-12,5,262
Mucoangin Menthe 20 mg,No,23/11/2015,0,0,262
Mucoangin Menthe 20 mg,No,24/11/2015,-9,5,258
Mucoangin Menthe 20 mg,No,25/11/2015,-2,0,256
Mucoangin Menthe 20 mg,No,26/11/2015,-1,5,260
Mucoangin Menthe 20 mg,No,27/11/2015,-13,0,247
Mucoangin Menthe 20 mg,No,28/11/2015,-11,5,241
Mucoangin Menthe 20 mg,No,29/11/2015,-5,0,236
Mucoangin Menthe 20 mg,No,30/11/2015,-14,5,227
Mucoangin Menthe 20 mg,No,1/12/2015,-8,5,224
Mucoangin Menthe 20 mg,No,2/12/2015,-3,5,226
Mucoangin Menthe 20 mg,No,3/12/2015,-10,0,216
Mucoangin Menthe 20 mg,No,4/12/2015,-15,0,201
Mucoangin Menthe 20 mg,No,5/12/2015,-13,0,188
Mucoangin Menthe 20 mg,No,6/12/2015,-4,15,199
Mucoangin Menthe 20 mg,No,7/12/2015,-5,10,204
Mucoangin Menthe 20 mg,No,8/12/2015,0,5,209
Mucoangin Menthe 20 mg,No,9/12/2015,-1,10,218
Mucoangin Menthe 20 mg,No,10/12/2015,-15,0,203
Mucoangin Menthe 20 mg,No,11/12/2015,-13,15,205
Mucoangin Menthe 20 mg,No,12/12/2015,-13,5,197
Mucoangin Menthe 20 mg,No,13/12/2015,-12,15,200
Mucoangin Menthe 20 mg,No,14/12/2015,-13,0,187
Mucoangin Menthe 20 mg,No,15/12/2015,-13,10,184
Mucoangin Menthe 20 mg,No,16/12/2015,-10,10,184
Mucoangin Menthe 20 mg,No,17/12/2015,0,0,184
Mucoangin Menthe 20 mg,No,18/12/2015,-8,15,191
Mucoangin Menthe 20 mg,No,19/12/2015,-1,15,205
Mucoangin Menthe 20 mg,No,20/12/2015,-4,5,206
Mucoangin Menthe 20 mg,No,21/12/2015,-1,10,215
Mucoangin Menthe 20 mg,No,22/12/2015,-12,15,218
Mucoangin Menthe 20 mg,No,23/12/2015,-10,15,223
Mucoangin Menthe 20 mg,No,24/12/2015,-12,5,216
Mucoangin Menthe 20 mg,No,25/12/2015,-8,10,218
Mucoangin Menthe 20 mg,No,26/12/2015,-6,0,212
Mucoangin Menthe 20 mg,No,27/12/2015,0,10,222
Mucoangin Menthe 20 mg,No,28/12/2015,-13,10,219
Mucoangin Menthe 20 mg,No,29/12/2015,0,0,219
Mucoangin Menthe 20 mg,No,30/12/2015,-4,10,225
Mucoangin Menthe 20 mg,No,31/12/2015,-7,10,228
Naltrexone Accord 50 mg,No,1/01/2015,-3,65,62
Naltrexone Accord 50 mg,No,2/01/2015,-12,0,50
Naltrexone Accord 50 mg,No,3/01/2015,-1,0,49
Naltrexone Accord 50 mg,No,4/01/2015,-9,15,55
Naltrexone Accord 50 mg,No,5/01/2015,-6,5,54
Naltrexone Accord 50 mg,No,6/01/2015,-8,0,46
Naltrexone Accord 50 mg,No,7/01/2015,-11,5,40
Naltrexone Accord 50 mg,No,8/01/2015,-15,10,35
Naltrexone Accord 50 mg,No,9/01/2015,-7,10,38
Naltrexone Accord 50 mg,No,10/01/2015,-14,15,39
Naltrexone Accord 50 mg,No,11/01/2015,-9,15,45
Naltrexone Accord 50 mg,No,12/01/2015,-1,5,49
Naltrexone Accord 50 mg,No,13/01/2015,-14,0,35
Naltrexone Accord 50 mg,No,14/01/2015,-9,0,26
Naltrexone Accord 50 mg,No,15/01/2015,-3,0,23
Naltrexone Accord 50 mg,No,16/01/2015,-14,0,9
Naltrexone Accord 50 mg,No,17/01/2015,-13,5,1
Naltrexone Accord 50 mg,No,18/01/2015,-3,15,13
Naltrexone Accord 50 mg,No,19/01/2015,-6,5,12
Naltrexone Accord 50 mg,No,20/01/2015,-10,10,12
Naltrexone Accord 50 mg,No,21/01/2015,-12,5,5
Naltrexone Accord 50 mg,No,22/01/2015,-8,10,7
Naltrexone Accord 50 mg,No,23/01/2015,-2,5,10
Naltrexone Accord 50 mg,No,24/01/2015,-15,10,5
Naltrexone Accord 50 mg,No,25/01/2015,-15,10,0
Naltrexone Accord 50 mg,No,26/01/2015,-3,10,7
Naltrexone Accord 50 mg,No,27/01/2015,-9,10,8
Naltrexone Accord 50 mg,No,28/01/2015,-7,15,16
Naltrexone Accord 50 mg,No,29/01/2015,-7,15,24
Naltrexone Accord 50 mg,No,30/01/2015,-12,15,27
Naltrexone Accord 50 mg,No,31/01/2015,-1,15,41
Naltrexone Accord 50 mg,No,1/02/2015,-15,0,26
Naltrexone Accord 50 mg,No,2/02/2015,0,15,41
Naltrexone Accord 50 mg,No,3/02/2015,-3,10,48
Naltrexone Accord 50 mg,No,4/02/2015,-4,15,59
Naltrexone Accord 50 mg,No,5/02/2015,-5,15,69
Naltrexone Accord 50 mg,No,6/02/2015,-2,10,77
Naltrexone Accord 50 mg,No,7/02/2015,-12,10,75
Naltrexone Accord 50 mg,No,8/02/2015,-3,5,77
Naltrexone Accord 50 mg,No,9/02/2015,-11,15,81
Naltrexone Accord 50 mg,No,10/02/2015,-1,10,90
Naltrexone Accord 50 mg,No,11/02/2015,-3,5,92
Naltrexone Accord 50 mg,No,12/02/2015,-1,15,106
Naltrexone Accord 50 mg,No,13/02/2015,-7,5,104
Naltrexone Accord 50 mg,No,14/02/2015,-15,15,104
Naltrexone Accord 50 mg,No,15/02/2015,-12,15,107
Naltrexone Accord 50 mg,No,16/02/2015,-15,15,107
Naltrexone Accord 50 mg,No,17/02/2015,-8,10,109
Naltrexone Accord 50 mg,No,18/02/2015,-3,0,106
Naltrexone Accord 50 mg,No,19/02/2015,-4,15,117
Naltrexone Accord 50 mg,No,20/02/2015,-1,0,116
Naltrexone Accord 50 mg,No,21/02/2015,0,15,131
Naltrexone Accord 50 mg,No,22/02/2015,-15,0,116
Naltrexone Accord 50 mg,No,23/02/2015,-13,5,108
Naltrexone Accord 50 mg,No,24/02/2015,-3,15,120
Naltrexone Accord 50 mg,No,25/02/2015,-3,10,127
Naltrexone Accord 50 mg,No,26/02/2015,-11,0,116
Naltrexone Accord 50 mg,No,27/02/2015,-2,5,119
Naltrexone Accord 50 mg,No,28/02/2015,-11,10,118
Naltrexone Accord 50 mg,No,1/03/2015,-15,15,118
Naltrexone Accord 50 mg,No,2/03/2015,-14,5,109
Naltrexone Accord 50 mg,No,3/03/2015,-8,10,111
Naltrexone Accord 50 mg,No,4/03/2015,-9,10,112
Naltrexone Accord 50 mg,No,5/03/2015,-8,0,104
Naltrexone Accord 50 mg,No,6/03/2015,-8,15,111
Naltrexone Accord 50 mg,No,7/03/2015,-11,15,115
Naltrexone Accord 50 mg,No,8/03/2015,-10,5,110
Naltrexone Accord 50 mg,No,9/03/2015,-8,15,117
Naltrexone Accord 50 mg,No,10/03/2015,-14,10,113
Naltrexone Accord 50 mg,No,11/03/2015,-10,15,118
Naltrexone Accord 50 mg,No,12/03/2015,-5,10,123
Naltrexone Accord 50 mg,No,13/03/2015,-10,15,128
Naltrexone Accord 50 mg,No,14/03/2015,-8,10,130
Naltrexone Accord 50 mg,No,15/03/2015,-6,5,129
Naltrexone Accord 50 mg,No,16/03/2015,-7,10,132
Naltrexone Accord 50 mg,No,17/03/2015,-3,10,139
Naltrexone Accord 50 mg,No,18/03/2015,-1,5,143
Naltrexone Accord 50 mg,No,19/03/2015,-1,0,142
Naltrexone Accord 50 mg,No,20/03/2015,0,0,142
Naltrexone Accord 50 mg,No,21/03/2015,0,0,142
Naltrexone Accord 50 mg,No,22/03/2015,-7,15,150
Naltrexone Accord 50 mg,No,23/03/2015,-9,5,146
Naltrexone Accord 50 mg,No,24/03/2015,-3,10,153
Naltrexone Accord 50 mg,No,25/03/2015,-10,0,143
Naltrexone Accord 50 mg,No,26/03/2015,-15,0,128
Naltrexone Accord 50 mg,No,27/03/2015,-1,15,142
Naltrexone Accord 50 mg,No,28/03/2015,-4,5,143
Naltrexone Accord 50 mg,No,29/03/2015,-10,0,133
Naltrexone Accord 50 mg,No,30/03/2015,-13,0,120
Naltrexone Accord 50 mg,No,31/03/2015,-14,5,111
Naltrexone Accord 50 mg,No,1/04/2015,-9,5,107
Naltrexone Accord 50 mg,No,2/04/2015,-3,10,114
Naltrexone Accord 50 mg,No,3/04/2015,-2,5,117
Naltrexone Accord 50 mg,No,4/04/2015,-2,10,125
Naltrexone Accord 50 mg,No,5/04/2015,-15,5,115
Naltrexone Accord 50 mg,No,6/04/2015,-7,5,113
Naltrexone Accord 50 mg,No,7/04/2015,-3,15,125
Naltrexone Accord 50 mg,No,8/04/2015,-4,5,126
Naltrexone Accord 50 mg,No,9/04/2015,-3,15,138
Naltrexone Accord 50 mg,No,10/04/2015,-14,10,134
Naltrexone Accord 50 mg,No,11/04/2015,-13,15,136
Naltrexone Accord 50 mg,No,12/04/2015,-12,5,129
Naltrexone Accord 50 mg,No,13/04/2015,0,15,144
Naltrexone Accord 50 mg,No,14/04/2015,-3,15,156
Naltrexone Accord 50 mg,No,15/04/2015,-11,5,150
Naltrexone Accord 50 mg,No,16/04/2015,-4,10,156
Naltrexone Accord 50 mg,No,17/04/2015,-2,15,169
Naltrexone Accord 50 mg,No,18/04/2015,-11,5,163
Naltrexone Accord 50 mg,No,19/04/2015,-5,0,158
Naltrexone Accord 50 mg,No,20/04/2015,-13,10,155
Naltrexone Accord 50 mg,No,21/04/2015,-2,15,168
Naltrexone Accord 50 mg,No,22/04/2015,-6,10,172
Naltrexone Accord 50 mg,No,23/04/2015,-1,5,176
Naltrexone Accord 50 mg,No,24/04/2015,-8,0,168
Naltrexone Accord 50 mg,No,25/04/2015,-2,15,181
Naltrexone Accord 50 mg,No,26/04/2015,-13,0,168
Naltrexone Accord 50 mg,No,27/04/2015,-15,15,168
Naltrexone Accord 50 mg,No,28/04/2015,0,0,168
Naltrexone Accord 50 mg,No,29/04/2015,-14,10,164
Naltrexone Accord 50 mg,No,30/04/2015,-8,15,171
Naltrexone Accord 50 mg,No,1/05/2015,0,0,171
Naltrexone Accord 50 mg,No,2/05/2015,-2,10,179
Naltrexone Accord 50 mg,No,3/05/2015,-7,15,187
Naltrexone Accord 50 mg,No,4/05/2015,-9,5,183
Naltrexone Accord 50 mg,No,5/05/2015,-15,10,178
Naltrexone Accord 50 mg,No,6/05/2015,-4,10,184
Naltrexone Accord 50 mg,No,7/05/2015,-13,0,171
Naltrexone Accord 50 mg,No,8/05/2015,-13,15,173
Naltrexone Accord 50 mg,No,9/05/2015,-9,10,174
Naltrexone Accord 50 mg,No,10/05/2015,-10,15,179
Naltrexone Accord 50 mg,No,11/05/2015,-9,5,175
Naltrexone Accord 50 mg,No,12/05/2015,-15,5,165
Naltrexone Accord 50 mg,No,13/05/2015,-6,15,174
Naltrexone Accord 50 mg,No,14/05/2015,-4,5,175
Naltrexone Accord 50 mg,No,15/05/2015,-2,5,178
Naltrexone Accord 50 mg,No,16/05/2015,-4,0,174
Naltrexone Accord 50 mg,No,17/05/2015,-6,5,173
Naltrexone Accord 50 mg,No,18/05/2015,-6,5,172
Naltrexone Accord 50 mg,No,19/05/2015,-7,10,175
Naltrexone Accord 50 mg,No,20/05/2015,0,5,180
Naltrexone Accord 50 mg,No,21/05/2015,-14,15,181
Naltrexone Accord 50 mg,No,22/05/2015,-9,5,177
Naltrexone Accord 50 mg,No,23/05/2015,-4,10,183
Naltrexone Accord 50 mg,No,24/05/2015,-1,5,187
Naltrexone Accord 50 mg,No,25/05/2015,-3,5,189
Naltrexone Accord 50 mg,No,26/05/2015,-14,0,175
Naltrexone Accord 50 mg,No,27/05/2015,0,10,185
Naltrexone Accord 50 mg,No,28/05/2015,-9,5,181
Naltrexone Accord 50 mg,No,29/05/2015,-9,10,182
Naltrexone Accord 50 mg,No,30/05/2015,-11,10,181
Naltrexone Accord 50 mg,No,31/05/2015,-11,5,175
Naltrexone Accord 50 mg,No,1/06/2015,-11,10,174
Naltrexone Accord 50 mg,No,2/06/2015,-12,15,177
Naltrexone Accord 50 mg,No,3/06/2015,-1,10,186
Naltrexone Accord 50 mg,No,4/06/2015,-3,0,183
Naltrexone Accord 50 mg,No,5/06/2015,-14,15,184
Naltrexone Accord 50 mg,No,6/06/2015,-4,15,195
Naltrexone Accord 50 mg,No,7/06/2015,-4,10,201
Naltrexone Accord 50 mg,No,8/06/2015,-12,5,194
Naltrexone Accord 50 mg,No,9/06/2015,-1,10,203
Naltrexone Accord 50 mg,No,10/06/2015,-1,10,212
Naltrexone Accord 50 mg,No,11/06/2015,-15,0,197
Naltrexone Accord 50 mg,No,12/06/2015,-7,10,200
Naltrexone Accord 50 mg,No,13/06/2015,-9,10,201
Naltrexone Accord 50 mg,No,14/06/2015,-6,10,205
Naltrexone Accord 50 mg,No,15/06/2015,-12,10,203
Naltrexone Accord 50 mg,No,16/06/2015,0,5,208
Naltrexone Accord 50 mg,No,17/06/2015,-7,15,216
Naltrexone Accord 50 mg,No,18/06/2015,-8,5,213
Naltrexone Accord 50 mg,No,19/06/2015,-4,5,214
Naltrexone Accord 50 mg,No,20/06/2015,-2,0,212
Naltrexone Accord 50 mg,No,21/06/2015,-2,0,210
Naltrexone Accord 50 mg,No,22/06/2015,-5,15,220
Naltrexone Accord 50 mg,No,23/06/2015,-9,15,226
Naltrexone Accord 50 mg,No,24/06/2015,-7,15,234
Naltrexone Accord 50 mg,No,25/06/2015,-3,0,231
Naltrexone Accord 50 mg,No,26/06/2015,-4,0,227
Naltrexone Accord 50 mg,No,27/06/2015,0,10,237
Naltrexone Accord 50 mg,No,28/06/2015,0,10,247
Naltrexone Accord 50 mg,No,29/06/2015,-8,10,249
Naltrexone Accord 50 mg,No,30/06/2015,-8,0,241
Naltrexone Accord 50 mg,No,1/07/2015,-9,15,247
Naltrexone Accord 50 mg,No,2/07/2015,-4,10,253
Naltrexone Accord 50 mg,No,3/07/2015,0,15,268
Naltrexone Accord 50 mg,No,4/07/2015,-7,0,261
Naltrexone Accord 50 mg,No,5/07/2015,-14,10,257
Naltrexone Accord 50 mg,No,6/07/2015,-13,0,244
Naltrexone Accord 50 mg,No,7/07/2015,-3,0,241
Naltrexone Accord 50 mg,No,8/07/2015,0,0,241
Naltrexone Accord 50 mg,No,9/07/2015,-15,15,241
Naltrexone Accord 50 mg,No,10/07/2015,-2,5,244
Naltrexone Accord 50 mg,No,11/07/2015,-15,15,244
Naltrexone Accord 50 mg,No,12/07/2015,-5,0,239
Naltrexone Accord 50 mg,No,13/07/2015,-4,15,250
Naltrexone Accord 50 mg,No,14/07/2015,-10,0,240
Naltrexone Accord 50 mg,No,15/07/2015,-2,5,243
Naltrexone Accord 50 mg,No,16/07/2015,-4,5,244
Naltrexone Accord 50 mg,No,17/07/2015,-15,5,234
Naltrexone Accord 50 mg,No,18/07/2015,-9,5,230
Naltrexone Accord 50 mg,No,19/07/2015,0,0,230
Naltrexone Accord 50 mg,No,20/07/2015,0,0,230
Naltrexone Accord 50 mg,No,21/07/2015,-14,5,221
Naltrexone Accord 50 mg,No,22/07/2015,-6,0,215
Naltrexone Accord 50 mg,No,23/07/2015,-12,0,203
Naltrexone Accord 50 mg,No,24/07/2015,-1,0,202
Naltrexone Accord 50 mg,No,25/07/2015,-15,0,187
Naltrexone Accord 50 mg,No,26/07/2015,-11,0,176
Naltrexone Accord 50 mg,No,27/07/2015,-8,15,183
Naltrexone Accord 50 mg,No,28/07/2015,-7,10,186
Naltrexone Accord 50 mg,No,29/07/2015,-14,5,177
Naltrexone Accord 50 mg,No,30/07/2015,-2,10,185
Naltrexone Accord 50 mg,No,31/07/2015,-4,0,181
Naltrexone Accord 50 mg,No,1/08/2015,-2,10,189
Naltrexone Accord 50 mg,No,2/08/2015,-2,5,192
Naltrexone Accord 50 mg,No,3/08/2015,-14,0,178
Naltrexone Accord 50 mg,No,4/08/2015,-13,5,170
Naltrexone Accord 50 mg,No,5/08/2015,-5,5,170
Naltrexone Accord 50 mg,No,6/08/2015,-13,15,172
Naltrexone Accord 50 mg,No,7/08/2015,-14,15,173
Naltrexone Accord 50 mg,No,8/08/2015,-1,0,172
Naltrexone Accord 50 mg,No,9/08/2015,-14,15,173
Naltrexone Accord 50 mg,No,10/08/2015,0,0,173
Naltrexone Accord 50 mg,No,11/08/2015,-14,5,164
Naltrexone Accord 50 mg,No,12/08/2015,-6,5,163
Naltrexone Accord 50 mg,No,13/08/2015,-10,10,163
Naltrexone Accord 50 mg,No,14/08/2015,-1,5,167
Naltrexone Accord 50 mg,No,15/08/2015,-6,5,166
Naltrexone Accord 50 mg,No,16/08/2015,-1,5,170
Naltrexone Accord 50 mg,No,17/08/2015,-14,5,161
Naltrexone Accord 50 mg,No,18/08/2015,-5,15,171
Naltrexone Accord 50 mg,No,19/08/2015,-2,0,169
Naltrexone Accord 50 mg,No,20/08/2015,-13,10,166
Naltrexone Accord 50 mg,No,21/08/2015,-1,10,175
Naltrexone Accord 50 mg,No,22/08/2015,-9,15,181
Naltrexone Accord 50 mg,No,23/08/2015,-14,0,167
Naltrexone Accord 50 mg,No,24/08/2015,-12,5,160
Naltrexone Accord 50 mg,No,25/08/2015,-3,10,167
Naltrexone Accord 50 mg,No,26/08/2015,-13,0,154
Naltrexone Accord 50 mg,No,27/08/2015,-3,0,151
Naltrexone Accord 50 mg,No,28/08/2015,-1,10,160
Naltrexone Accord 50 mg,No,29/08/2015,-5,5,160
Naltrexone Accord 50 mg,No,30/08/2015,-6,10,164
Naltrexone Accord 50 mg,No,31/08/2015,-14,0,150
Naltrexone Accord 50 mg,No,1/09/2015,0,10,160
Naltrexone Accord 50 mg,No,2/09/2015,-9,5,156
Naltrexone Accord 50 mg,No,3/09/2015,-4,15,167
Naltrexone Accord 50 mg,No,4/09/2015,-11,5,161
Naltrexone Accord 50 mg,No,5/09/2015,-10,0,151
Naltrexone Accord 50 mg,No,6/09/2015,-11,10,150
Naltrexone Accord 50 mg,No,7/09/2015,0,5,155
Naltrexone Accord 50 mg,No,8/09/2015,-15,5,145
Naltrexone Accord 50 mg,No,9/09/2015,-8,0,137
Naltrexone Accord 50 mg,No,10/09/2015,-1,5,141
Naltrexone Accord 50 mg,No,11/09/2015,-13,5,133
Naltrexone Accord 50 mg,No,12/09/2015,0,0,133
Naltrexone Accord 50 mg,No,13/09/2015,-15,0,118
Naltrexone Accord 50 mg,No,14/09/2015,-14,0,104
Naltrexone Accord 50 mg,No,15/09/2015,-8,5,101
Naltrexone Accord 50 mg,No,16/09/2015,-4,5,102
Naltrexone Accord 50 mg,No,17/09/2015,-11,10,101
Naltrexone Accord 50 mg,No,18/09/2015,-14,5,92
Naltrexone Accord 50 mg,No,19/09/2015,-2,0,90
Naltrexone Accord 50 mg,No,20/09/2015,-2,0,88
Naltrexone Accord 50 mg,No,21/09/2015,-5,10,93
Naltrexone Accord 50 mg,No,22/09/2015,-6,10,97
Naltrexone Accord 50 mg,No,23/09/2015,-7,5,95
Naltrexone Accord 50 mg,No,24/09/2015,-7,15,103
Naltrexone Accord 50 mg,No,25/09/2015,-2,10,111
Naltrexone Accord 50 mg,No,26/09/2015,-11,15,115
Naltrexone Accord 50 mg,No,27/09/2015,-15,0,100
Naltrexone Accord 50 mg,No,28/09/2015,-2,10,108
Naltrexone Accord 50 mg,No,29/09/2015,0,15,123
Naltrexone Accord 50 mg,No,30/09/2015,-3,0,120
Naltrexone Accord 50 mg,No,1/10/2015,-11,5,114
Naltrexone Accord 50 mg,No,2/10/2015,-9,0,105
Naltrexone Accord 50 mg,No,3/10/2015,-6,10,109
Naltrexone Accord 50 mg,No,4/10/2015,-5,5,109
Naltrexone Accord 50 mg,No,5/10/2015,-13,0,96
